Roche CV	GO term name	GO term ID	
T cells	memory T cell activation	GO:0035709
T cells	memory T cell differentiation	GO:0043379
T cells	memory T cell extravasation	GO:0035683
T cells	negative T cell selection	GO:0043383
T cells	negative extrathymic T cell selection	GO:0045068
T cells	negative regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	GO:0032830
T cells	negative regulation of CD4-positive, alpha-beta T cell activation	GO:2000515
T cells	negative regulation of CD4-positive, alpha-beta T cell costimulation	GO:1900280
T cells	negative regulation of CD4-positive, alpha-beta T cell differentiation	GO:0043371
T cells	negative regulation of CD4-positive, alpha-beta T cell proliferation	GO:2000562
T cells	negative regulation of CD8-positive, alpha-beta T cell activation	GO:2001186
T cells	negative regulation of CD8-positive, alpha-beta T cell differentiation	GO:0043377
T cells	negative regulation of CD8-positive, alpha-beta T cell extravasation	GO:2000450
T cells	negative regulation of CD8-positive, alpha-beta T cell proliferation	GO:2000565
T cells	negative regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation	GO:2000453
T cells	negative regulation of T cell activation	GO:0050868
T cells	negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	GO:2001189
T cells	negative regulation of T cell anergy	GO:0002668
T cells	negative regulation of T cell antigen processing and presentation	GO:0002626
T cells	negative regulation of T cell apoptotic process	GO:0070233
T cells	negative regulation of T cell costimulation	GO:2000524
T cells	negative regulation of T cell cytokine production	GO:0002725
T cells	negative regulation of T cell differentiation	GO:0045581
T cells	negative regulation of T cell differentiation in thymus	GO:0033085
T cells	negative regulation of T cell extravasation	GO:2000408
T cells	negative regulation of T cell homeostatic proliferation	GO:0046014
T cells	negative regulation of T cell mediated cytotoxicity	GO:0001915
T cells	negative regulation of T cell mediated cytotoxicity directed against tumor cell target	GO:0002853
T cells	negative regulation of T cell mediated immunity	GO:0002710
T cells	negative regulation of T cell migration	GO:2000405
T cells	negative regulation of T cell proliferation	GO:0042130
T cells	negative regulation of T cell receptor signaling pathway	GO:0050860
T cells	negative regulation of T cell tolerance induction	GO:0002665
T cells	negative regulation of T cell tolerance induction to tumor cell	GO:0002847
T cells	negative regulation of activated T cell autonomous cell death	GO:0070240
T cells	negative regulation of activated T cell proliferation	GO:0046007
T cells	negative regulation of alpha-beta T cell activation	GO:0046636
T cells	negative regulation of alpha-beta T cell differentiation	GO:0046639
T cells	negative regulation of alpha-beta T cell proliferation	GO:0046642
T cells	negative regulation of cytotoxic T cell degranulation	GO:0043318
T cells	negative regulation of cytotoxic T cell differentiation	GO:0045584
T cells	negative regulation of extrathymic T cell differentiation	GO:0033086
T cells	negative regulation of gamma-delta T cell activation	GO:0046644
T cells	negative regulation of gamma-delta T cell differentiation	GO:0045587
T cells	negative regulation of gamma-delta T cell proliferation	GO:0046647
T cells	negative regulation of immature T cell proliferation	GO:0033087
T cells	negative regulation of immature T cell proliferation in thymus	GO:0033088
T cells	negative regulation of memory T cell differentiation	GO:0043381
T cells	negative regulation of peripheral T cell tolerance induction	GO:0002850
T cells	negative regulation of pro-T cell differentiation	GO:2000175
T cells	negative regulation of regulatory T cell differentiation	GO:0045590
T cells	negative thymic T cell selection	GO:0045060
T cells	peripheral T cell tolerance induction	GO:0002458
T cells	positive T cell selection	GO:0043368
T cells	positive extrathymic T cell selection	GO:0045067
T cells	positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	GO:0032831
T cells	positive regulation of CD4-positive, alpha-beta T cell activation	GO:2000516
T cells	positive regulation of CD4-positive, alpha-beta T cell costimulation	GO:1900281
T cells	positive regulation of CD4-positive, alpha-beta T cell differentiation	GO:0043372
T cells	positive regulation of CD4-positive, alpha-beta T cell proliferation	GO:2000563
T cells	positive regulation of CD8-positive, alpha-beta T cell activation	GO:2001187
T cells	positive regulation of CD8-positive, alpha-beta T cell differentiation	GO:0043378
T cells	positive regulation of CD8-positive, alpha-beta T cell extravasation	GO:2000451
T cells	positive regulation of CD8-positive, alpha-beta T cell proliferation	GO:2000566
T cells	positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation	GO:2000454
T cells	positive regulation of T cell activation	GO:0050870
T cells	positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	GO:2001190
T cells	positive regulation of T cell anergy	GO:0002669
T cells	positive regulation of T cell antigen processing and presentation	GO:0002627
T cells	positive regulation of T cell apoptotic process	GO:0070234
T cells	positive regulation of T cell chemotaxis	GO:0010820
T cells	positive regulation of T cell costimulation	GO:2000525
T cells	positive regulation of T cell cytokine production	GO:0002726
T cells	positive regulation of T cell differentiation	GO:0045582
T cells	positive regulation of T cell differentiation in thymus	GO:0033089
T cells	positive regulation of T cell extravasation	GO:2000409
T cells	positive regulation of T cell homeostatic proliferation	GO:0042103
T cells	positive regulation of T cell mediated cytotoxicity	GO:0001916
T cells	positive regulation of T cell mediated cytotoxicity directed against tumor cell target	GO:0002854
T cells	positive regulation of T cell mediated immunity	GO:0002711
T cells	positive regulation of T cell migration	GO:2000406
T cells	positive regulation of T cell proliferation	GO:0042102
T cells	positive regulation of T cell receptor signaling pathway	GO:0050862
T cells	positive regulation of T cell tolerance induction	GO:0002666
T cells	positive regulation of T cell tolerance induction to tumor cell	GO:0002848
T cells	positive regulation of activated T cell autonomous cell death	GO:0070241
T cells	positive regulation of activated T cell proliferation	GO:0042104
T cells	positive regulation of activation-induced cell death of T cells	GO:0070237
T cells	positive regulation of alpha-beta T cell activation	GO:0046635
T cells	positive regulation of alpha-beta T cell differentiation	GO:0046638
T cells	positive regulation of alpha-beta T cell proliferation	GO:0046641
T cells	positive regulation of cytotoxic T cell degranulation	GO:0043319
T cells	positive regulation of cytotoxic T cell differentiation	GO:0045585
T cells	positive regulation of extrathymic T cell differentiation	GO:0033090
T cells	positive regulation of gamma-delta T cell activation	GO:0046645
T cells	positive regulation of gamma-delta T cell differentiation	GO:0045588
T cells	positive regulation of gamma-delta T cell proliferation	GO:0046648
T cells	positive regulation of immature T cell proliferation	GO:0033091
T cells	positive regulation of immature T cell proliferation in thymus	GO:0033092
T cells	positive regulation of initiation of T cell receptor signaling	GO:0023011
T cells	positive regulation of memory T cell activation	GO:2000568
T cells	positive regulation of memory T cell differentiation	GO:0043382
T cells	positive regulation of peripheral T cell tolerance induction	GO:0002851
T cells	positive regulation of pro-T cell differentiation	GO:2000176
T cells	positive regulation of regulatory T cell differentiation	GO:0045591
T cells	positive thymic T cell selection	GO:0045059
T cells	pro-T cell differentiation	GO:0002572
T cells	pro-T cell lineage commitment	GO:0002680
T cells	protease localization to T cell secretory granule	GO:0033375
T cells	proteasomal protein catabolic process	GO:0010498
T cells	protein localization to T cell secretory granule	GO:0033374
T cells	protein localization to trailing edge	GO:0036051
T cells	regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	GO:0032829
T cells	regulation of CD4-positive, alpha-beta T cell activation	GO:2000514
T cells	regulation of CD4-positive, alpha-beta T cell costimulation	GO:1900279
T cells	regulation of CD4-positive, alpha-beta T cell differentiation	GO:0043370
T cells	regulation of CD4-positive, alpha-beta T cell proliferation	GO:2000561
T cells	regulation of CD8-positive, alpha-beta T cell activation	GO:2001185
T cells	regulation of CD8-positive, alpha-beta T cell differentiation	GO:0043376
T cells	regulation of CD8-positive, alpha-beta T cell extravasation	GO:2000449
T cells	regulation of CD8-positive, alpha-beta T cell proliferation	GO:2000564
T cells	regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation	GO:2000452
T cells	regulation of T cell activation	GO:0050863
T cells	regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	GO:2001188
T cells	regulation of T cell anergy	GO:0002667
T cells	regulation of T cell antigen processing and presentation	GO:0002625
T cells	regulation of T cell apoptotic process	GO:0070232
T cells	regulation of T cell chemotaxis	GO:0010819
T cells	regulation of T cell costimulation	GO:2000523
T cells	regulation of T cell cytokine production	GO:0002724
T cells	regulation of T cell differentiation	GO:0045580
T cells	regulation of T cell differentiation in thymus	GO:0033081
T cells	regulation of T cell extravasation	GO:2000407
T cells	regulation of T cell homeostatic proliferation	GO:0046013
T cells	regulation of T cell mediated cytotoxicity	GO:0001914
T cells	regulation of T cell mediated cytotoxicity directed against tumor cell target	GO:0002852
T cells	regulation of T cell mediated immunity	GO:0002709
T cells	regulation of T cell migration	GO:2000404
T cells	regulation of T cell proliferation	GO:0042129
T cells	regulation of T cell receptor signaling pathway	GO:0050856
T cells	regulation of T cell tolerance induction	GO:0002664
T cells	regulation of T cell tolerance induction to tumor cell	GO:0002846
T cells	regulation of activated T cell autonomous cell death	GO:0070239
T cells	regulation of activated T cell proliferation	GO:0046006
T cells	regulation of activation-induced cell death of T cells	GO:0070235
T cells	regulation of alpha-beta T cell activation	GO:0046634
T cells	regulation of alpha-beta T cell differentiation	GO:0046637
T cells	regulation of alpha-beta T cell proliferation	GO:0046640
T cells	regulation of cytotoxic T cell degranulation	GO:0043317
T cells	regulation of cytotoxic T cell differentiation	GO:0045583
T cells	regulation of gamma-delta T cell activation	GO:0046643
T cells	regulation of gamma-delta T cell differentiation	GO:0045586
T cells	regulation of gamma-delta T cell proliferation	GO:0046646
T cells	regulation of gene expression as a consequence of T cell signal transmission	GO:0023020
T cells	regulation of immature T cell proliferation	GO:0033083
T cells	regulation of immature T cell proliferation in thymus	GO:0033084
T cells	regulation of initiation of T cell receptor signaling	GO:0023010
T cells	regulation of memory T cell activation	GO:2000567
T cells	regulation of memory T cell differentiation	GO:0043380
T cells	regulation of peripheral T cell tolerance induction	GO:0002849
T cells	regulation of pro-T cell differentiation	GO:2000174
T cells	regulation of regulatory T cell differentiation	GO:0045589
T cells	regulatory T cell differentiation	GO:0045066
T cells	somatic diversification of T cell receptor genes	GO:0002568
T cells	somatic diversification of T cell receptor genes by N region addition	GO:0002571
T cells	somatic recombination of T cell receptor gene segments	GO:0002681
T cells	termination of T cell signal transduction	GO:0023022
T cells	thymic T cell selection	GO:0045061
syncytium formation	modulation by virus of syncytium formation via plasma membrane fusion	GO:0060140
syncytium formation	syncytial nuclear migration	GO:0035190
syncytium formation	syncytiotrophoblast cell differentiation involved in labyrinthine layer development	GO:0060715
syncytium formation	syncytium formation	GO:0006949
syncytium formation	syncytium formation by mitosis without cytokinesis	GO:0000769
syncytium formation	syncytium formation by plasma membrane fusion	GO:0000768
synapse	L-glutamate uptake involved in synaptic transmission	GO:0051935
synapse	amino acid uptake involved in synaptic transmission	GO:0051933
synapse	induction of synaptic plasticity by chemical substance	GO:0051915
synapse	synapse assembly	GO:0007416
synapse	synapse assembly involved in innervation	GO:0060386
synapse	synapse maturation	GO:0060074
synapse	synapse organization	GO:0050808
synapse	synapsis	GO:0007129
synapse	synaptic growth at neuromuscular junction	GO:0051124
synapse	synaptic target attraction	GO:0016200
synapse	synaptic target inhibition	GO:0016201
synapse	synaptic target recognition	GO:0008039
synapse	synaptic transmission	GO:0007268
synapse	synaptic transmission involved in micturition	GO:0060084
